game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,attendance,home_club_formation,away_club_formation,home_club_name,away_club_name,result,home_team_points,away_team_points,home_attack_value,home_attack_count,away_attack_value,away_attack_count,home_midfield_value,home_midfield_count,away_midfield_value,away_midfield_count,home_defender_value,home_defender_count,away_defender_value,away_defender_count,home_goalkeeper_value,home_goalkeeper_count,away_goalkeeper_value,away_goalkeeper_count,home_total_market_value,away_total_market_value
4126780,TR1,2023,1. Matchday,2023-08-11,449,589,1,0,6.0,15.0,30692.0,4-3-3 Attacking,4-2-3-1,Trabzonspor Kulübü,Antalyaspor,1,0,0,70000000.0,4,32500000.0,4,35950000.0,5,3500000.0,2,21200000.0,3,30400000.0,5,19000000.0,1,7000000.0,1,277.0,94.6
4126783,TR1,2023,1. Matchday,2023-08-12,2293,924,1,1,10.0,19.0,5552.0,4-2-3-1,4-2-3-1,Konyaspor,İstanbulspor A.Ş.,0,0,0,3800000.0,2,7300000.0,3,25700000.0,4,2925000.0,5,8000000.0,5,2700000.0,4,0.0,0,2500000.0,1,96.4,19.4
4126775,TR1,2023,1. Matchday,2023-08-12,3209,7775,1,5,18.0,1.0,1269.0,4-4-2 double 6,4-3-3 Attacking,Pendikspor,Hatayspor Futbol Kulübü,2,0,0,13900000.0,4,13800000.0,3,450000.0,1,6150000.0,5,14600000.0,5,4600000.0,4,400000.0,1,600000.0,1,74.9,89.0
4126776,TR1,2023,1. Matchday,2023-08-12,10484,868,3,2,3.0,12.0,2256.0,4-2-3-1,3-4-2-1,Kasımpaşa Spor Kulübü,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,1,0,0,3950000.0,3,6500000.0,3,10000000.0,4,9600000.0,4,10500000.0,3,8800000.0,6,1500000.0,1,0.0,0,53.0,85.0
4126774,TR1,2023,1. Matchday,2023-08-12,3205,141,0,0,20.0,11.0,15993.0,4-2-3-1,4-2-3-1,Kayserispor Kulübü,Galatasaray Spor Kulübü,0,0,0,15200000.0,4,246300000.0,7,4650000.0,4,56500000.0,3,10250000.0,6,102000000.0,5,3000000.0,1,18000000.0,1,63.6,638.2
4126778,TR1,2023,1. Matchday,2023-08-13,3840,126,2,1,4.0,14.0,7488.0,4-2-3-1,4-2-3-1,Adana Demirspor Kulübü,Çaykur Rizespor Kulübü,1,0,0,66850000.0,5,3000000.0,3,24500000.0,3,4700000.0,3,14500000.0,4,7575000.0,6,750000.0,1,3200000.0,1,161.4,66.2
4126782,TR1,2023,1. Matchday,2023-08-13,2381,152,1,1,9.0,8.0,6311.0,4-1-4-1,3-1-4-2,Sivasspor Kulübü,Samsunspor,0,0,0,20600000.0,3,9100000.0,3,11200000.0,4,25550000.0,5,6250000.0,4,15800000.0,5,800000.0,1,1300000.0,1,59.6,103.0
4126781,TR1,2023,1. Matchday,2023-08-13,36,2832,2,1,5.0,13.0,38753.0,4-3-3 Attacking,4-2-3-1,Fenerbahçe Spor Kulübü,Gaziantep Futbol Kulübü A.Ş.,1,0,0,126000000.0,5,30725000.0,4,39500000.0,4,10500000.0,3,65200000.0,6,8500000.0,3,16000000.0,1,800000.0,1,475.6,95.4
4126779,TR1,2023,1. Matchday,2023-08-14,6646,114,0,1,16.0,7.0,1134.0,4-2-3-1,4-3-3 Attacking,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,Beşiktaş Jimnastik Kulübü,2,0,0,5100000.0,2,72000000.0,4,24550000.0,5,41500000.0,4,11000000.0,4,50300000.0,6,0.0,0,5000000.0,1,120.0,358.4
4126777,TR1,2023,1. Matchday,2023-08-14,11282,6890,2,0,2.0,17.0,3030.0,4-3-3 Attacking,4-3-3 Attacking,Alanyaspor,İstanbul Başakşehir Futbol Kulübü,1,0,0,9700000.0,4,54700000.0,5,21900000.0,7,15400000.0,3,7000000.0,3,24050000.0,4,2800000.0,1,1200000.0,1,78.3,158.0
4126790,TR1,2023,2. Matchday,2023-08-18,589,2293,1,1,13.0,11.0,8396.0,4-2-3-1,4-2-3-1,Antalyaspor,Konyaspor,0,0,1,23500000.0,3,3800000.0,2,8800000.0,4,26700000.0,5,35500000.0,5,5300000.0,4,7000000.0,1,0.0,0,94.6,96.4
4126785,TR1,2023,2. Matchday,2023-08-18,924,3205,1,1,19.0,20.0,657.0,4-2-3-1,4-2-3-1,İstanbulspor A.Ş.,Kayserispor Kulübü,0,1,1,7775000.0,4,15200000.0,4,2425000.0,4,4650000.0,4,3825000.0,3,6750000.0,5,2500000.0,1,3000000.0,1,19.4,63.6
4126784,TR1,2023,2. Matchday,2023-08-19,7775,10484,0,0,2.0,6.0,7724.0,4-3-3 Attacking,4-2-3-1,Hatayspor Futbol Kulübü,Kasımpaşa Spor Kulübü,0,3,3,18300000.0,4,3950000.0,3,7650000.0,6,10175000.0,5,4000000.0,3,10500000.0,3,600000.0,1,1500000.0,1,89.0,53.0
4126793,TR1,2023,2. Matchday,2023-08-19,126,11282,0,0,14.0,5.0,3431.0,4-2-3-1,4-3-3 Attacking,Çaykur Rizespor Kulübü,Alanyaspor,0,0,3,5500000.0,4,9700000.0,4,4700000.0,3,17000000.0,5,5975000.0,4,16600000.0,5,3200000.0,1,2800000.0,1,66.2,78.3
4126786,TR1,2023,2. Matchday,2023-08-19,141,449,2,0,4.0,10.0,45891.0,4-2-3-1,4-1-4-1,Galatasaray Spor Kulübü,Trabzonspor Kulübü,1,1,3,187000000.0,5,23100000.0,4,111500000.0,4,35500000.0,4,95000000.0,5,24700000.0,4,18000000.0,1,19000000.0,1,638.2,277.0
4126789,TR1,2023,2. Matchday,2023-08-20,6890,6646,0,2,18.0,9.0,2101.0,4-2-3-1,4-3-3 Attacking,İstanbul Başakşehir Futbol Kulübü,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,2,0,0,45500000.0,3,13100000.0,3,15575000.0,4,24050000.0,4,16800000.0,3,11500000.0,4,1200000.0,1,0.0,0,158.0,120.0
4126788,TR1,2023,2. Matchday,2023-08-20,2832,2381,1,3,17.0,3.0,7056.0,4-3-3 Attacking,4-3-3 Attacking,Gaziantep Futbol Kulübü A.Ş.,Sivasspor Kulübü,2,0,1,30500000.0,3,20600000.0,3,6550000.0,4,8100000.0,4,8500000.0,3,7550000.0,5,800000.0,1,800000.0,1,95.4,59.6
4126791,TR1,2023,2. Matchday,2023-08-20,114,3209,1,1,8.0,16.0,27130.0,4-3-3 Defending,4-1-4-1,Beşiktaş Jimnastik Kulübü,Pendikspor,0,3,0,99000000.0,4,11900000.0,3,83000000.0,6,6125000.0,3,44800000.0,5,11600000.0,4,5000000.0,1,1000000.0,1,358.4,74.9
4126792,TR1,2023,2. Matchday,2023-08-21,868,3840,1,1,12.0,7.0,628.0,4-1-4-1,4-2-3-1,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,Adana Demirspor Kulübü,0,0,3,11500000.0,4,60350000.0,4,9500000.0,4,25000000.0,4,11300000.0,6,14000000.0,3,0.0,0,750000.0,1,85.0,161.4
4126787,TR1,2023,2. Matchday,2023-08-21,152,36,0,2,15.0,1.0,29781.0,3-1-4-2,4-3-3 Attacking,Samsunspor,Fenerbahçe Spor Kulübü,2,1,3,9100000.0,3,105000000.0,5,26250000.0,6,84500000.0,5,15800000.0,5,56000000.0,5,1300000.0,1,3500000.0,1,103.0,475.6
4126820,TR1,2023,3. Matchday,2023-08-25,2293,2832,2,0,6.0,18.0,6715.0,4-2-3-1,4-1-4-1,Konyaspor,Gaziantep Futbol Kulübü A.Ş.,1,2,0,5925000.0,4,30725000.0,4,26700000.0,5,13000000.0,4,4800000.0,3,10400000.0,4,0.0,0,800000.0,1,96.4,95.4
4126817,TR1,2023,3. Matchday,2023-08-26,449,126,2,3,12.0,10.0,23571.0,4-3-3 Attacking,4-2-3-1,Trabzonspor Kulübü,Çaykur Rizespor Kulübü,2,3,1,30100000.0,5,5500000.0,4,33375000.0,4,4700000.0,3,20700000.0,4,7775000.0,5,19000000.0,1,3200000.0,1,277.0,66.2
4126819,TR1,2023,3. Matchday,2023-08-26,2381,589,1,1,5.0,15.0,4634.0,4-3-3 Attacking,4-2-3-1,Sivasspor Kulübü,Antalyaspor,0,4,1,22600000.0,3,23500000.0,3,8100000.0,4,10400000.0,5,7350000.0,4,35500000.0,5,800000.0,1,7000000.0,1,59.6,94.6
4126813,TR1,2023,3. Matchday,2023-08-26,10484,3209,1,1,8.0,16.0,2228.0,4-2-3-1,4-2-3-1,Kasımpaşa Spor Kulübü,Pendikspor,0,4,1,3950000.0,3,7900000.0,3,10975000.0,6,8450000.0,3,10500000.0,3,11600000.0,4,1500000.0,1,1000000.0,1,53.0,74.9
4126811,TR1,2023,3. Matchday,2023-08-27,3205,152,2,1,13.0,17.0,7171.0,4-1-4-1,3-1-4-2,Kayserispor Kulübü,Samsunspor,1,2,1,15400000.0,5,9100000.0,3,4650000.0,4,25200000.0,4,10250000.0,6,21800000.0,7,3000000.0,1,1300000.0,1,63.6,103.0
4126816,TR1,2023,3. Matchday,2023-08-27,6646,868,1,1,9.0,14.0,877.0,4-2-3-1,4-2-3-1,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,0,3,1,16600000.0,4,23500000.0,5,24050000.0,4,8100000.0,3,11500000.0,4,11700000.0,6,0.0,0,0.0,0,120.0,85.0
4126814,TR1,2023,3. Matchday,2023-08-27,11282,7775,0,0,7.0,4.0,3156.0,4-3-3 Attacking,4-3-3 Attacking,Alanyaspor,Hatayspor Futbol Kulübü,0,4,4,7400000.0,3,18300000.0,4,13400000.0,6,6650000.0,5,9600000.0,4,4000000.0,3,2800000.0,1,600000.0,1,78.3,89.0
4126830,TR1,2023,4. Matchday,2023-09-01,126,6646,1,0,6.0,12.0,5084.0,4-2-3-1,4-2-3-1,Çaykur Rizespor Kulübü,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,1,4,4,5600000.0,4,16600000.0,4,4700000.0,3,24050000.0,4,8975000.0,6,11500000.0,4,3200000.0,1,0.0,0,66.2,120.0
4126823,TR1,2023,4. Matchday,2023-09-01,10484,449,1,5,11.0,8.0,3605.0,4-2-3-1,4-2-3-1,Kasımpaşa Spor Kulübü,Trabzonspor Kulübü,2,5,3,3950000.0,3,30100000.0,5,10175000.0,5,33875000.0,4,12000000.0,4,20000000.0,4,1500000.0,1,19000000.0,1,53.0,277.0
4126827,TR1,2023,4. Matchday,2023-09-02,589,3205,1,1,15.0,14.0,5191.0,4-2-3-1,4-2-3-1,Antalyaspor,Kayserispor Kulübü,0,2,5,32500000.0,4,12600000.0,4,9200000.0,4,4650000.0,4,35500000.0,5,9150000.0,6,7000000.0,1,3000000.0,1,94.6,63.6
4126825,TR1,2023,4. Matchday,2023-09-02,2832,141,0,3,18.0,2.0,23510.0,4-1-4-1,4-2-3-1,Gaziantep Futbol Kulübü A.Ş.,Galatasaray Spor Kulübü,2,0,4,30500000.0,3,219300000.0,7,13550000.0,5,87000000.0,2,11000000.0,4,97500000.0,6,800000.0,1,18000000.0,1,95.4,638.2
4126822,TR1,2023,4. Matchday,2023-09-02,3209,11282,1,1,16.0,9.0,854.0,4-2-3-1,4-3-3 Attacking,Pendikspor,Alanyaspor,0,2,5,13400000.0,4,4900000.0,2,8450000.0,3,19800000.0,6,8950000.0,4,14000000.0,4,1000000.0,1,2800000.0,1,74.9,78.3
4126826,TR1,2023,4. Matchday,2023-09-02,6890,2293,0,1,19.0,4.0,2332.0,4-2-3-1,4-2-3-1,İstanbul Başakşehir Futbol Kulübü,Konyaspor,2,0,5,54700000.0,5,5600000.0,3,19000000.0,4,55700000.0,5,27050000.0,5,4800000.0,3,1200000.0,1,0.0,0,158.0,96.4
4126829,TR1,2023,4. Matchday,2023-09-03,868,36,0,1,17.0,1.0,16662.0,4-2-3-1,4-3-3 Attacking,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,Fenerbahçe Spor Kulübü,2,2,6,23500000.0,5,125000000.0,6,8100000.0,3,83500000.0,4,10000000.0,5,41000000.0,4,0.0,0,3500000.0,1,85.0,475.6
4126828,TR1,2023,4. Matchday,2023-09-03,114,2381,2,0,5.0,10.0,28199.0,4-3-3 Attacking,4-2-3-1,Beşiktaş Jimnastik Kulübü,Sivasspor Kulübü,1,4,5,134000000.0,6,19000000.0,3,71500000.0,4,5600000.0,3,31800000.0,5,7350000.0,4,5000000.0,1,800000.0,1,358.4,59.6
4126821,TR1,2023,4. Matchday,2023-09-03,7775,3840,3,3,7.0,3.0,8544.0,4-3-3 Attacking,4-2-3-1,Hatayspor Futbol Kulübü,Adana Demirspor Kulübü,0,5,4,13300000.0,3,66850000.0,5,8300000.0,6,32500000.0,3,4600000.0,4,14000000.0,3,600000.0,1,750000.0,1,89.0,161.4
4129462,TR1,2023,5. Matchday,2023-09-16,2293,126,1,2,6.0,4.0,5649.0,4-2-3-1,4-2-3-1,Konyaspor,Çaykur Rizespor Kulübü,2,8,7,11600000.0,4,19200000.0,6,55800000.0,5,22700000.0,4,5800000.0,4,9950000.0,5,0.0,0,3200000.0,1,96.4,66.2
4129457,TR1,2023,5. Matchday,2023-09-16,3840,3209,3,0,3.0,17.0,7932.0,4-2-3-1,4-2-3-1,Adana Demirspor Kulübü,Pendikspor,1,5,3,65025000.0,5,12800000.0,3,39500000.0,4,13450000.0,3,14000000.0,3,11950000.0,5,750000.0,1,1000000.0,1,161.4,74.9
4129455,TR1,2023,5. Matchday,2023-09-16,141,152,4,2,2.0,15.0,43103.0,4-2-3-1,4-2-3-1,Galatasaray Spor Kulübü,Samsunspor,1,7,1,244300000.0,7,22500000.0,5,152000000.0,3,16400000.0,4,95000000.0,5,16650000.0,5,18000000.0,1,1300000.0,1,638.2,103.0
4129453,TR1,2023,5. Matchday,2023-09-16,3205,2832,2,0,10.0,19.0,5649.0,4-3-3 Attacking,3-5-2,Kayserispor Kulübü,Gaziantep Futbol Kulübü A.Ş.,1,6,0,12600000.0,4,33500000.0,4,4650000.0,4,13000000.0,4,10250000.0,6,32700000.0,5,3000000.0,1,2500000.0,1,63.6,95.4
4129459,TR1,2023,5. Matchday,2023-09-17,449,114,3,0,5.0,9.0,37590.0,4-2-3-1,4-3-3 Attacking,Trabzonspor Kulübü,Beşiktaş Jimnastik Kulübü,1,6,7,55500000.0,5,134000000.0,6,47000000.0,4,35500000.0,3,20700000.0,4,41800000.0,6,19000000.0,1,5000000.0,1,277.0,358.4
4129454,TR1,2023,5. Matchday,2023-09-17,924,6890,0,2,20.0,18.0,689.0,4-2-3-1,4-2-3-1,İstanbulspor A.Ş.,İstanbul Başakşehir Futbol Kulübü,2,2,0,7300000.0,3,54700000.0,5,2425000.0,4,16900000.0,4,8325000.0,3,32800000.0,4,2500000.0,1,8000000.0,1,19.4,158.0
4129460,TR1,2023,5. Matchday,2023-09-17,36,589,3,2,1.0,16.0,41119.0,4-2-3-1,4-2-3-1,Fenerbahçe Spor Kulübü,Antalyaspor,1,9,3,121000000.0,5,29700000.0,4,86000000.0,4,8600000.0,4,55000000.0,5,35500000.0,5,15000000.0,1,7000000.0,1,475.6,94.6
4129456,TR1,2023,5. Matchday,2023-09-17,11282,10484,3,3,8.0,11.0,2121.0,4-3-3 Attacking,4-2-3-1,Alanyaspor,Kasımpaşa Spor Kulübü,0,6,5,26700000.0,6,9500000.0,4,17000000.0,5,17975000.0,7,7000000.0,3,12000000.0,4,2800000.0,1,375000.0,1,78.3,53.0
4129458,TR1,2023,5. Matchday,2023-09-18,6646,7775,0,0,13.0,7.0,516.0,4-2-3-1,4-3-3 Attacking,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,Hatayspor Futbol Kulübü,0,4,6,19000000.0,4,17600000.0,5,25050000.0,5,6650000.0,5,12500000.0,4,29050000.0,4,0.0,0,600000.0,1,120.0,89.0
4129461,TR1,2023,5. Matchday,2023-09-18,2381,868,1,3,14.0,12.0,3368.0,4-1-4-1,4-2-3-1,Sivasspor Kulübü,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,2,5,2,25600000.0,5,20500000.0,4,4700000.0,2,9500000.0,4,7350000.0,4,6000000.0,4,800000.0,1,900000.0,1,59.6,85.0
4129467,TR1,2023,6. Matchday,2023-09-22,2832,924,2,0,18.0,20.0,7185.0,3-5-2,4-2-3-1,Gaziantep Futbol Kulübü A.Ş.,İstanbulspor A.Ş.,1,0,2,33500000.0,4,7300000.0,3,13000000.0,4,2425000.0,4,31000000.0,5,9700000.0,5,2500000.0,1,2500000.0,1,95.4,19.4
4129464,TR1,2023,6. Matchday,2023-09-23,3209,6646,1,1,17.0,14.0,974.0,4-3-3 Attacking,4-3-3 Attacking,Pendikspor,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,0,3,5,4800000.0,1,20600000.0,5,19125000.0,5,32000000.0,4,10350000.0,4,12500000.0,4,1000000.0,1,0.0,0,74.9,120.0
4129469,TR1,2023,6. Matchday,2023-09-23,589,152,2,0,13.0,16.0,7404.0,4-2-3-1,4-2-3-1,Antalyaspor,Samsunspor,1,3,1,17700000.0,3,22500000.0,5,8600000.0,4,17200000.0,4,36150000.0,6,19100000.0,6,7000000.0,1,400000.0,1,94.6,103.0
4129472,TR1,2023,6. Matchday,2023-09-23,126,2381,1,1,4.0,15.0,5932.0,4-2-3-1,4-3-3 Attacking,Çaykur Rizespor Kulübü,Sivasspor Kulübü,0,10,5,19000000.0,5,10800000.0,4,23050000.0,5,5600000.0,3,7450000.0,4,7350000.0,4,3200000.0,1,800000.0,1,66.2,59.6
4129468,TR1,2023,6. Matchday,2023-09-23,6890,141,1,2,19.0,2.0,6183.0,4-3-3 Attacking,4-2-3-1,İstanbul Başakşehir Futbol Kulübü,Galatasaray Spor Kulübü,2,3,10,52700000.0,4,263000000.0,6,17900000.0,4,171000000.0,4,37800000.0,5,103500000.0,5,8000000.0,1,18000000.0,1,158.0,638.2
4129470,TR1,2023,6. Matchday,2023-09-24,114,3205,2,1,6.0,11.0,29665.0,4-3-3 Attacking,4-3-3 Attacking,Beşiktaş Jimnastik Kulübü,Kayserispor Kulübü,1,7,9,88000000.0,4,23100000.0,6,55000000.0,4,3800000.0,3,76800000.0,7,11250000.0,6,5000000.0,1,3000000.0,1,358.4,63.6
4129465,TR1,2023,6. Matchday,2023-09-24,10484,3840,2,1,9.0,3.0,2794.0,4-2-3-1,4-2-3-1,Kasımpaşa Spor Kulübü,Adana Demirspor Kulübü,1,6,8,2500000.0,2,64250000.0,4,17975000.0,7,25000000.0,4,12000000.0,4,14000000.0,3,1500000.0,1,1600000.0,2,53.0,161.4
4129466,TR1,2023,6. Matchday,2023-09-24,11282,36,0,1,10.0,1.0,7761.0,4-2-3-1,4-2-3-1,Alanyaspor,Fenerbahçe Spor Kulübü,2,7,12,11700000.0,5,126000000.0,5,8500000.0,4,83500000.0,4,14000000.0,4,65200000.0,6,100000.0,1,15000000.0,1,78.3,475.6
4129471,TR1,2023,6. Matchday,2023-09-24,868,2293,1,1,12.0,8.0,9263.0,4-2-3-1,4-2-3-1,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,Konyaspor,0,5,8,24000000.0,5,10000000.0,4,6500000.0,4,42800000.0,4,7300000.0,5,8500000.0,5,900000.0,1,0.0,0,85.0,96.4
4129463,TR1,2023,6. Matchday,2023-09-25,7775,449,3,2,5.0,7.0,12047.0,4-2-3-1,4-2-3-1,Hatayspor Futbol Kulübü,Trabzonspor Kulübü,1,7,9,17600000.0,5,50500000.0,4,5800000.0,4,47000000.0,4,29050000.0,4,20700000.0,4,600000.0,1,19000000.0,1,89.0,277.0
4126812,TR1,2023,3. Matchday,2023-09-26,924,141,0,1,20.0,3.0,4365.0,4-4-2 double 6,4-2-3-1,İstanbulspor A.Ş.,Galatasaray Spor Kulübü,2,2,13,7825000.0,5,270000000.0,7,2775000.0,4,106000000.0,3,2700000.0,4,95000000.0,5,2500000.0,1,18000000.0,1,19.4,638.2
4126815,TR1,2023,3. Matchday,2023-09-27,3840,114,4,2,2.0,11.0,23614.0,4-2-3-1,4-3-3 Attacking,Adana Demirspor Kulübü,Beşiktaş Jimnastik Kulübü,1,8,10,65025000.0,5,94000000.0,5,13100000.0,4,53500000.0,3,14650000.0,5,41800000.0,6,100000.0,1,15000000.0,2,161.4,358.4
4126818,TR1,2023,3. Matchday,2023-09-28,36,6890,4,0,1.0,19.0,38216.0,4-2-3-1,4-2-3-1,Fenerbahçe Spor Kulübü,İstanbul Başakşehir Futbol Kulübü,1,15,3,128500000.0,5,54700000.0,5,84500000.0,5,22400000.0,5,57000000.0,5,16800000.0,3,15000000.0,1,8000000.0,1,475.6,158.0
4129476,TR1,2023,7. Matchday,2023-09-29,152,2832,1,2,17.0,16.0,13056.0,4-2-3-1,3-4-3,Samsunspor,Gaziantep Futbol Kulübü A.Ş.,2,1,3,22500000.0,5,33500000.0,4,27200000.0,5,13000000.0,4,17300000.0,5,30300000.0,4,1300000.0,1,2500000.0,1,103.0,95.4
4129481,TR1,2023,7. Matchday,2023-09-30,2381,7775,0,0,12.0,7.0,2522.0,4-3-3 Attacking,4-2-3-1,Sivasspor Kulübü,Hatayspor Futbol Kulübü,0,6,10,25800000.0,5,17600000.0,5,4700000.0,2,6800000.0,5,6050000.0,3,27250000.0,4,800000.0,1,600000.0,1,59.6,89.0
4129479,TR1,2023,7. Matchday,2023-09-30,449,3209,2,1,5.0,18.0,11835.0,4-3-3 Attacking,4-2-3-1,Trabzonspor Kulübü,Pendikspor,1,9,4,51000000.0,4,7400000.0,3,47000000.0,4,18450000.0,4,26700000.0,5,12600000.0,5,19000000.0,1,1000000.0,1,277.0,74.9
4129474,TR1,2023,7. Matchday,2023-09-30,924,589,1,2,20.0,9.0,755.0,4-4-2 double 6,4-2-3-1,İstanbulspor A.Ş.,Antalyaspor,2,2,6,4125000.0,5,29700000.0,4,2775000.0,4,7000000.0,3,2700000.0,4,36150000.0,6,2500000.0,1,7000000.0,1,19.4,94.6
4129475,TR1,2023,7. Matchday,2023-09-30,141,868,2,1,2.0,14.0,41222.0,4-2-3-1,4-2-3-1,Galatasaray Spor Kulübü,Makina ve Kimya Endüstrisi Ankaragücü Spor Kulübü,1,16,6,249300000.0,7,22500000.0,5,106000000.0,3,4000000.0,2,136000000.0,5,12600000.0,7,18000000.0,1,900000.0,1,638.2,85.0
4129477,TR1,2023,7. Matchday,2023-10-01,3840,11282,4,0,3.0,13.0,9295.0,4-2-3-1,4-2-3-1,Adana Demirspor Kulübü,Alanyaspor,1,11,7,96250000.0,5,26700000.0,6,25000000.0,4,17000000.0,5,14500000.0,4,14000000.0,4,750000.0,1,100000.0,1,161.4,78.3
